city,Within premises,Electricity,Unnamed: 90_level_1,Closed drainage,Has Kitchen.1,Unnamed: 126_level_1,LPG/PNG,bathroom
BANGLORE,47.83823178016726,96.01254480286738,72.80549581839904,32.821266427718044,0.6651135005973716,55.42007168458781,51.012425328554365,91.50465949820789
CHENNAI,75.590625,98.94500000000001,94.55812499999999,95.670625,0.47625,70.844375,82.204375,96.19375
DELHI,76.50238410596027,98.36993377483444,86.48132450331126,49.10860927152318,0.476158940397351,77.57576158940397,86.23907284768212,89.88291390728477
HYDERABAD,91.57798742138364,98.68427672955974,98.24905660377358,96.17232704402515,0.3817610062893082,59.837106918238995,66.68616352201258,98.9132075471698
KOLKATA,75.65616438356165,96.28561643835617,94.91506849315068,84.28835616438356,0.6623287671232877,84.50890410958904,64.61232876712329,90.46164383561644
MUMBAI,88.87727272727273,98.48409090909091,76.9159090909091,93.9090909090909,0.29545454545454547,89.30681818181819,82.4590909090909,96.37272727272727
